Region_Code,Year,Total_Crimes,Crime_Rate,Region_Name
GM0000,2010,2400.0,0.0,Gemeenten; niet in te delen
GM0000,2011,2130.0,0.0,Gemeenten; niet in te delen
GM0000,2012,1720.0,0.0,Gemeenten; niet in te delen
GM0000,2013,1380.0,0.0,Gemeenten; niet in te delen
GM0000,2014,1420.0,0.0,Gemeenten; niet in te delen
GM0000,2015,1665.0,0.0,Gemeenten; niet in te delen
GM0000,2016,1135.0,0.0,Gemeenten; niet in te delen
GM0000,2017,1640.0,0.0,Gemeenten; niet in te delen
GM0000,2018,1720.0,0.0,Gemeenten; niet in te delen
GM0000,2019,1920.0,0.0,Gemeenten; niet in te delen
GM0000,2020,935.0,0.0,Gemeenten; niet in te delen
GM0000,2021,700.0,0.0,Gemeenten; niet in te delen
GM0000,2022,725.0,0.0,Gemeenten; niet in te delen
GM0000,2023,865.0,0.0,Gemeenten; niet in te delen
GM0000,2024,615.0,0.0,Gemeenten; niet in te delen
GM0003,2010,600.0,50.0,Appingedam
GM0003,2011,665.0,54.8,Appingedam
GM0003,2012,535.0,44.5,Appingedam
GM0003,2013,510.0,42.1,Appingedam
GM0003,2014,500.0,41.3,Appingedam
GM0003,2015,445.0,37.0,Appingedam
GM0003,2016,475.0,39.7,Appingedam
GM0003,2017,415.0,34.5,Appingedam
GM0003,2018,430.0,36.4,Appingedam
GM0003,2019,495.0,42.2,Appingedam
GM0003,2020,470.0,40.3,Appingedam
GM0003,2021,0.0,0.0,Appingedam
GM0003,2022,0.0,0.0,Appingedam
GM0003,2023,0.0,0.0,Appingedam
GM0003,2024,0.0,0.0,Appingedam
GM0005,2010,330.0,31.4,Bedum
GM0005,2011,370.0,35.1,Bedum
GM0005,2012,300.0,28.7,Bedum
GM0005,2013,230.0,22.0,Bedum
GM0005,2014,265.0,25.1,Bedum
GM0005,2015,255.0,24.6,Bedum
GM0005,2016,200.0,19.1,Bedum
GM0005,2017,175.0,16.6,Bedum
GM0005,2018,155.0,14.6,Bedum
GM0005,2019,0.0,0.0,Bedum
GM0005,2020,0.0,0.0,Bedum
GM0005,2021,0.0,0.0,Bedum
GM0005,2022,0.0,0.0,Bedum
GM0005,2023,0.0,0.0,Bedum
GM0005,2024,0.0,0.0,Bedum
GM0007,2010,330.0,35.5,Bellingwedde
GM0007,2011,300.0,31.7,Bellingwedde
GM0007,2012,275.0,29.7,Bellingwedde
GM0007,2013,265.0,29.4,Bellingwedde
GM0007,2014,225.0,25.0,Bellingwedde
GM0007,2015,220.0,23.8,Bellingwedde
GM0007,2016,205.0,23.0,Bellingwedde
GM0007,2017,220.0,24.7,Bellingwedde
GM0007,2018,0.0,0.0,Bellingwedde
GM0007,2019,0.0,0.0,Bellingwedde
GM0007,2020,0.0,0.0,Bellingwedde
GM0007,2021,0.0,0.0,Bellingwedde
GM0007,2022,0.0,0.0,Bellingwedde
GM0007,2023,0.0,0.0,Bellingwedde
GM0007,2024,0.0,0.0,Bellingwedde
GM0009,2010,190.0,25.4,Ten Boer
GM0009,2011,185.0,25.1,Ten Boer
GM0009,2012,190.0,25.3,Ten Boer
GM0009,2013,165.0,21.7,Ten Boer
GM0009,2014,155.0,20.5,Ten Boer
GM0009,2015,140.0,18.5,Ten Boer
GM0009,2016,155.0,21.4,Ten Boer
GM0009,2017,125.0,16.9,Ten Boer
GM0009,2018,110.0,15.1,Ten Boer
GM0009,2019,0.0,0.0,Ten Boer
GM0009,2020,0.0,0.0,Ten Boer
GM0009,2021,0.0,0.0,Ten Boer
GM0009,2022,0.0,0.0,Ten Boer
GM0009,2023,0.0,0.0,Ten Boer
GM0009,2024,0.0,0.0,Ten Boer
GM0010,2010,1495.0,56.1,Delfzijl
GM0010,2011,1240.0,46.6,Delfzijl
GM0010,2012,1225.0,46.6,Delfzijl
GM0010,2013,1030.0,39.5,Delfzijl
GM0010,2014,1010.0,39.3,Delfzijl
GM0010,2015,1015.0,39.9,Delfzijl
GM0010,2016,1125.0,44.9,Delfzijl
GM0010,2017,1005.0,40.3,Delfzijl
GM0010,2018,950.0,38.1,Delfzijl
GM0010,2019,940.0,38.1,Delfzijl
GM0010,2020,875.0,35.5,Delfzijl
GM0010,2021,0.0,0.0,Delfzijl
GM0010,2022,0.0,0.0,Delfzijl
GM0010,2023,0.0,0.0,Delfzijl
GM0010,2024,0.0,0.0,Delfzijl
GM0014,2010,19535.0,104.3,Groningen (gemeente)
GM0014,2011,18500.0,97.4,Groningen (gemeente)
GM0014,2012,18245.0,94.5,Groningen (gemeente)
GM0014,2013,18535.0,94.8,Groningen (gemeente)
GM0014,2014,16760.0,84.5,Groningen (gemeente)
GM0014,2015,16440.0,82.1,Groningen (gemeente)
GM0014,2016,16480.0,82.0,Groningen (gemeente)
GM0014,2017,13850.0,68.3,Groningen (gemeente)
GM0014,2018,12975.0,64.0,Groningen (gemeente)
GM0014,2019,13745.0,59.4,Groningen (gemeente)
GM0014,2020,12555.0,53.9,Groningen (gemeente)
GM0014,2021,11505.0,49.3,Groningen (gemeente)
GM0014,2022,13530.0,57.6,Groningen (gemeente)
GM0014,2023,15110.0,63.4,Groningen (gemeente)
GM0014,2024,14965.0,61.4,Groningen (gemeente)
GM0015,2010,305.0,25.2,Grootegast
GM0015,2011,305.0,24.8,Grootegast
GM0015,2012,330.0,26.8,Grootegast
GM0015,2013,320.0,26.3,Grootegast
GM0015,2014,260.0,21.4,Grootegast
GM0015,2015,225.0,18.4,Grootegast
GM0015,2016,215.0,17.9,Grootegast
GM0015,2017,155.0,12.8,Grootegast
GM0015,2018,205.0,16.7,Grootegast
GM0015,2019,0.0,0.0,Grootegast
GM0015,2020,0.0,0.0,Grootegast
GM0015,2021,0.0,0.0,Grootegast
GM0015,2022,0.0,0.0,Grootegast
GM0015,2023,0.0,0.0,Grootegast
GM0015,2024,0.0,0.0,Grootegast
GM0017,2010,790.0,42.8,Haren
GM0017,2011,810.0,43.6,Haren
GM0017,2012,1030.0,55.8,Haren
GM0017,2013,805.0,43.2,Haren
GM0017,2014,710.0,37.8,Haren
GM0017,2015,745.0,39.3,Haren
GM0017,2016,695.0,36.4,Haren
GM0017,2017,575.0,29.5,Haren
GM0017,2018,535.0,26.9,Haren
GM0017,2019,0.0,0.0,Haren
GM0017,2020,0.0,0.0,Haren
GM0017,2021,0.0,0.0,Haren
GM0017,2022,0.0,0.0,Haren
GM0017,2023,0.0,0.0,Haren
GM0017,2024,0.0,0.0,Haren
GM0018,2010,2120.0,61.0,Hoogezand-Sappemeer
GM0018,2011,2160.0,62.0,Hoogezand-Sappemeer
GM0018,2012,1870.0,53.8,Hoogezand-Sappemeer
GM0018,2013,1950.0,56.5,Hoogezand-Sappemeer
GM0018,2014,1670.0,48.6,Hoogezand-Sappemeer
GM0018,2015,1545.0,45.1,Hoogezand-Sappemeer
GM0018,2016,1420.0,41.5,Hoogezand-Sappemeer
GM0018,2017,1180.0,34.5,Hoogezand-Sappemeer
GM0018,2018,0.0,0.0,Hoogezand-Sappemeer
GM0018,2019,0.0,0.0,Hoogezand-Sappemeer
GM0018,2020,0.0,0.0,Hoogezand-Sappemeer
GM0018,2021,0.0,0.0,Hoogezand-Sappemeer
GM0018,2022,0.0,0.0,Hoogezand-Sappemeer
GM0018,2023,0.0,0.0,Hoogezand-Sappemeer
GM0018,2024,0.0,0.0,Hoogezand-Sappemeer
GM0022,2010,885.0,45.6,Leek
GM0022,2011,935.0,48.5,Leek
GM0022,2012,755.0,38.8,Leek
GM0022,2013,670.0,34.2,Leek
GM0022,2014,695.0,35.6,Leek
GM0022,2015,615.0,31.7,Leek
GM0022,2016,645.0,33.1,Leek
GM0022,2017,525.0,26.8,Leek
GM0022,2018,430.0,21.9,Leek
GM0022,2019,0.0,0.0,Leek
GM0022,2020,0.0,0.0,Leek
GM0022,2021,0.0,0.0,Leek
GM0022,2022,0.0,0.0,Leek
GM0022,2023,0.0,0.0,Leek
GM0022,2024,0.0,0.0,Leek
GM0024,2010,345.0,32.9,Loppersum
GM0024,2011,310.0,29.6,Loppersum
GM0024,2012,240.0,23.2,Loppersum
GM0024,2013,220.0,21.6,Loppersum
GM0024,2014,240.0,23.6,Loppersum
GM0024,2015,220.0,21.9,Loppersum
GM0024,2016,230.0,22.7,Loppersum
GM0024,2017,185.0,18.5,Loppersum
GM0024,2018,175.0,18.2,Loppersum
GM0024,2019,150.0,15.6,Loppersum
GM0024,2020,215.0,22.3,Loppersum
GM0024,2021,0.0,0.0,Loppersum
GM0024,2022,0.0,0.0,Loppersum
GM0024,2023,0.0,0.0,Loppersum
GM0024,2024,0.0,0.0,Loppersum
GM0025,2010,360.0,34.4,Marum
GM0025,2011,325.0,30.9,Marum
GM0025,2012,320.0,30.8,Marum
GM0025,2013,325.0,31.3,Marum
GM0025,2014,330.0,31.8,Marum
GM0025,2015,285.0,27.8,Marum
GM0025,2016,255.0,24.6,Marum
GM0025,2017,235.0,22.4,Marum
GM0025,2018,220.0,21.2,Marum
GM0025,2019,0.0,0.0,Marum
GM0025,2020,0.0,0.0,Marum
GM0025,2021,0.0,0.0,Marum
GM0025,2022,0.0,0.0,Marum
GM0025,2023,0.0,0.0,Marum
GM0025,2024,0.0,0.0,Marum
GM0034,2010,13930.0,74.0,Almere
GM0034,2011,14590.0,76.5,Almere
GM0034,2012,14495.0,75.1,Almere
GM0034,2013,15255.0,78.2,Almere
GM0034,2014,13385.0,68.3,Almere
GM0034,2015,11915.0,60.5,Almere
GM0034,2016,11360.0,57.3,Almere
GM0034,2017,10040.0,50.0,Almere
GM0034,2018,10075.0,49.4,Almere
GM0034,2019,10450.0,50.3,Almere
GM0034,2020,10190.0,48.1,Almere
GM0034,2021,8825.0,41.1,Almere
GM0034,2022,9070.0,41.6,Almere
GM0034,2023,9320.0,41.8,Almere
GM0034,2024,9625.0,42.5,Almere
GM0037,2010,2175.0,65.0,Stadskanaal
GM0037,2011,2175.0,65.7,Stadskanaal
GM0037,2012,2010.0,60.9,Stadskanaal
GM0037,2013,1705.0,51.8,Stadskanaal
GM0037,2014,1355.0,41.3,Stadskanaal
GM0037,2015,1480.0,45.4,Stadskanaal
GM0037,2016,1205.0,36.9,Stadskanaal
GM0037,2017,1115.0,34.5,Stadskanaal
GM0037,2018,995.0,30.8,Stadskanaal
GM0037,2019,1140.0,35.8,Stadskanaal
GM0037,2020,980.0,31.0,Stadskanaal
GM0037,2021,1015.0,32.0,Stadskanaal
GM0037,2022,1200.0,37.7,Stadskanaal
GM0037,2023,1080.0,33.7,Stadskanaal
GM0037,2024,995.0,31.1,Stadskanaal
GM0040,2010,465.0,30.0,Slochteren
GM0040,2011,475.0,30.6,Slochteren
GM0040,2012,390.0,25.0,Slochteren
GM0040,2013,410.0,26.1,Slochteren
GM0040,2014,365.0,23.3,Slochteren
GM0040,2015,320.0,20.5,Slochteren
GM0040,2016,355.0,22.7,Slochteren
GM0040,2017,280.0,19.0,Slochteren
GM0040,2018,0.0,0.0,Slochteren
GM0040,2019,0.0,0.0,Slochteren
GM0040,2020,0.0,0.0,Slochteren
GM0040,2021,0.0,0.0,Slochteren
GM0040,2022,0.0,0.0,Slochteren
GM0040,2023,0.0,0.0,Slochteren
GM0040,2024,0.0,0.0,Slochteren
GM0047,2010,1710.0,61.0,Veendam
GM0047,2011,1640.0,58.5,Veendam
GM0047,2012,1745.0,62.5,Veendam
GM0047,2013,1565.0,56.0,Veendam
GM0047,2014,1240.0,44.6,Veendam
GM0047,2015,1175.0,42.4,Veendam
GM0047,2016,1085.0,39.4,Veendam
GM0047,2017,890.0,32.3,Veendam
GM0047,2018,1025.0,37.2,Veendam
GM0047,2019,1075.0,39.2,Veendam
GM0047,2020,1040.0,38.0,Veendam
GM0047,2021,1045.0,38.2,Veendam
GM0047,2022,935.0,34.1,Veendam
GM0047,2023,1070.0,38.8,Veendam
GM0047,2024,1045.0,38.0,Veendam
GM0048,2010,930.0,57.2,Vlagtwedde
GM0048,2011,885.0,54.4,Vlagtwedde
GM0048,2012,825.0,50.7,Vlagtwedde
GM0048,2013,725.0,44.9,Vlagtwedde
GM0048,2014,690.0,43.3,Vlagtwedde
GM0048,2015,990.0,61.2,Vlagtwedde
GM0048,2016,1110.0,67.5,Vlagtwedde
GM0048,2017,720.0,45.1,Vlagtwedde
GM0048,2018,0.0,0.0,Vlagtwedde
GM0048,2019,0.0,0.0,Vlagtwedde
GM0048,2020,0.0,0.0,Vlagtwedde
GM0048,2021,0.0,0.0,Vlagtwedde
GM0048,2022,0.0,0.0,Vlagtwedde
GM0048,2023,0.0,0.0,Vlagtwedde
GM0048,2024,0.0,0.0,Vlagtwedde
GM0050,2010,1230.0,58.9,Zeewolde
GM0050,2011,1080.0,51.1,Zeewolde
GM0050,2012,1040.0,48.8,Zeewolde
GM0050,2013,1095.0,51.6,Zeewolde
GM0050,2014,1035.0,48.2,Zeewolde
GM0050,2015,755.0,34.6,Zeewolde
GM0050,2016,980.0,44.4,Zeewolde
GM0050,2017,750.0,33.4,Zeewolde
GM0050,2018,730.0,32.6,Zeewolde
GM0050,2019,780.0,34.9,Zeewolde
GM0050,2020,815.0,36.0,Zeewolde
GM0050,2021,815.0,35.7,Zeewolde
GM0050,2022,780.0,33.4,Zeewolde
GM0050,2023,670.0,28.2,Zeewolde
GM0050,2024,715.0,29.9,Zeewolde
GM0051,2010,1200.0,43.9,Skarsterlân
GM0051,2011,1120.0,40.9,Skarsterlân
GM0051,2012,955.0,34.7,Skarsterlân
GM0051,2013,920.0,33.6,Skarsterlân
GM0051,2014,0.0,0.0,Skarsterlân
GM0051,2015,0.0,0.0,Skarsterlân
GM0051,2016,0.0,0.0,Skarsterlân
GM0051,2017,0.0,0.0,Skarsterlân
GM0051,2018,0.0,0.0,Skarsterlân
GM0051,2019,0.0,0.0,Skarsterlân
GM0051,2020,0.0,0.0,Skarsterlân
GM0051,2021,0.0,0.0,Skarsterlân
GM0051,2022,0.0,0.0,Skarsterlân
GM0051,2023,0.0,0.0,Skarsterlân
GM0051,2024,0.0,0.0,Skarsterlân
GM0053,2010,370.0,26.3,Winsum
GM0053,2011,340.0,24.3,Winsum
GM0053,2012,310.0,22.0,Winsum
GM0053,2013,305.0,21.8,Winsum
GM0053,2014,280.0,20.2,Winsum
GM0053,2015,245.0,17.6,Winsum
GM0053,2016,245.0,18.0,Winsum
GM0053,2017,195.0,14.5,Winsum
GM0053,2018,200.0,14.7,Winsum
GM0053,2019,0.0,0.0,Winsum
GM0053,2020,0.0,0.0,Winsum
GM0053,2021,0.0,0.0,Winsum
GM0053,2022,0.0,0.0,Winsum
GM0053,2023,0.0,0.0,Winsum
GM0053,2024,0.0,0.0,Winsum
GM0055,2010,700.0,36.3,Boarnsterhim
GM0055,2011,785.0,40.8,Boarnsterhim
GM0055,2012,775.0,40.0,Boarnsterhim
GM0055,2013,710.0,36.3,Boarnsterhim
GM0055,2014,0.0,0.0,Boarnsterhim
GM0055,2015,0.0,0.0,Boarnsterhim
GM0055,2016,0.0,0.0,Boarnsterhim
GM0055,2017,0.0,0.0,Boarnsterhim
GM0055,2018,0.0,0.0,Boarnsterhim
GM0055,2019,0.0,0.0,Boarnsterhim
GM0055,2020,0.0,0.0,Boarnsterhim
GM0055,2021,0.0,0.0,Boarnsterhim
GM0055,2022,0.0,0.0,Boarnsterhim
GM0055,2023,0.0,0.0,Boarnsterhim
GM0055,2024,0.0,0.0,Boarnsterhim
GM0056,2010,520.0,28.1,Zuidhorn
GM0056,2011,555.0,29.7,Zuidhorn
GM0056,2012,430.0,23.0,Zuidhorn
GM0056,2013,420.0,22.6,Zuidhorn
GM0056,2014,400.0,21.2,Zuidhorn
GM0056,2015,350.0,18.7,Zuidhorn
GM0056,2016,350.0,18.5,Zuidhorn
GM0056,2017,280.0,14.8,Zuidhorn
GM0056,2018,235.0,12.4,Zuidhorn
GM0056,2019,0.0,0.0,Zuidhorn
GM0056,2020,0.0,0.0,Zuidhorn
GM0056,2021,0.0,0.0,Zuidhorn
GM0056,2022,0.0,0.0,Zuidhorn
GM0056,2023,0.0,0.0,Zuidhorn
GM0056,2024,0.0,0.0,Zuidhorn
GM0058,2010,745.0,30.5,Dongeradeel
GM0058,2011,835.0,34.5,Dongeradeel
GM0058,2012,775.0,32.0,Dongeradeel
GM0058,2013,670.0,27.6,Dongeradeel
GM0058,2014,800.0,33.2,Dongeradeel
GM0058,2015,585.0,24.4,Dongeradeel
GM0058,2016,595.0,24.8,Dongeradeel
GM0058,2017,490.0,20.5,Dongeradeel
GM0058,2018,510.0,21.5,Dongeradeel
GM0058,2019,0.0,0.0,Dongeradeel
GM0058,2020,0.0,0.0,Dongeradeel
GM0058,2021,0.0,0.0,Dongeradeel
GM0058,2022,0.0,0.0,Dongeradeel
GM0058,2023,0.0,0.0,Dongeradeel
GM0058,2024,0.0,0.0,Dongeradeel
GM0059,2010,935.0,33.3,Achtkarspelen
GM0059,2011,950.0,33.9,Achtkarspelen
GM0059,2012,805.0,28.6,Achtkarspelen
GM0059,2013,725.0,25.9,Achtkarspelen
GM0059,2014,770.0,27.4,Achtkarspelen
GM0059,2015,735.0,26.2,Achtkarspelen
GM0059,2016,760.0,27.1,Achtkarspelen
GM0059,2017,650.0,23.3,Achtkarspelen
GM0059,2018,685.0,24.6,Achtkarspelen
GM0059,2019,695.0,25.0,Achtkarspelen
GM0059,2020,695.0,24.9,Achtkarspelen
GM0059,2021,635.0,22.8,Achtkarspelen
GM0059,2022,620.0,22.1,Achtkarspelen
GM0059,2023,610.0,21.7,Achtkarspelen
GM0059,2024,555.0,19.6,Achtkarspelen
GM0060,2010,220.0,62.3,Ameland
GM0060,2011,165.0,47.7,Ameland
GM0060,2012,190.0,53.3,Ameland
GM0060,2013,150.0,42.0,Ameland
GM0060,2014,145.0,41.1,Ameland
GM0060,2015,135.0,37.0,Ameland
GM0060,2016,140.0,38.8,Ameland
GM0060,2017,110.0,30.8,Ameland
GM0060,2018,105.0,28.2,Ameland
GM0060,2019,105.0,29.1,Ameland
GM0060,2020,95.0,26.1,Ameland
GM0060,2021,95.0,25.6,Ameland
GM0060,2022,110.0,29.0,Ameland
GM0060,2023,95.0,25.3,Ameland
GM0060,2024,95.0,24.5,Ameland
GM0063,2010,290.0,26.4,het Bildt
GM0063,2011,315.0,28.9,het Bildt
GM0063,2012,300.0,27.9,het Bildt
GM0063,2013,280.0,26.3,het Bildt
GM0063,2014,235.0,22.1,het Bildt
GM0063,2015,245.0,23.3,het Bildt
GM0063,2016,265.0,25.3,het Bildt
GM0063,2017,180.0,17.1,het Bildt
GM0063,2018,0.0,0.0,het Bildt
GM0063,2019,0.0,0.0,het Bildt
GM0063,2020,0.0,0.0,het Bildt
GM0063,2021,0.0,0.0,het Bildt
GM0063,2022,0.0,0.0,het Bildt
GM0063,2023,0.0,0.0,het Bildt
GM0063,2024,0.0,0.0,het Bildt
GM0064,2010,510.0,51.4,Bolsward
GM0064,2011,0.0,0.0,Bolsward
GM0064,2012,0.0,0.0,Bolsward
GM0064,2013,0.0,0.0,Bolsward
GM0064,2014,0.0,0.0,Bolsward
GM0064,2015,0.0,0.0,Bolsward
GM0064,2016,0.0,0.0,Bolsward
GM0064,2017,0.0,0.0,Bolsward
GM0064,2018,0.0,0.0,Bolsward
GM0064,2019,0.0,0.0,Bolsward
GM0064,2020,0.0,0.0,Bolsward
GM0064,2021,0.0,0.0,Bolsward
GM0064,2022,0.0,0.0,Bolsward
GM0064,2023,0.0,0.0,Bolsward
GM0064,2024,0.0,0.0,Bolsward
GM0070,2010,855.0,41.5,Franekeradeel
GM0070,2011,775.0,37.2,Franekeradeel
GM0070,2012,760.0,37.1,Franekeradeel
GM0070,2013,745.0,36.4,Franekeradeel
GM0070,2014,680.0,33.3,Franekeradeel
GM0070,2015,740.0,36.4,Franekeradeel
GM0070,2016,615.0,30.3,Franekeradeel
GM0070,2017,485.0,24.0,Franekeradeel
GM0070,2018,0.0,0.0,Franekeradeel
GM0070,2019,0.0,0.0,Franekeradeel
GM0070,2020,0.0,0.0,Franekeradeel
GM0070,2021,0.0,0.0,Franekeradeel
GM0070,2022,0.0,0.0,Franekeradeel
GM0070,2023,0.0,0.0,Franekeradeel
GM0070,2024,0.0,0.0,Franekeradeel
GM0072,2010,985.0,62.4,Harlingen
GM0072,2011,895.0,56.3,Harlingen
GM0072,2012,780.0,49.2,Harlingen
GM0072,2013,800.0,50.5,Harlingen
GM0072,2014,795.0,50.4,Harlingen
GM0072,2015,690.0,43.7,Harlingen
GM0072,2016,655.0,41.3,Harlingen
GM0072,2017,495.0,31.3,Harlingen
GM0072,2018,485.0,30.9,Harlingen
GM0072,2019,510.0,32.4,Harlingen
GM0072,2020,545.0,34.5,Harlingen
GM0072,2021,440.0,28.0,Harlingen
GM0072,2022,610.0,38.3,Harlingen
GM0072,2023,470.0,29.2,Harlingen
GM0072,2024,465.0,28.6,Harlingen
GM0074,2010,2360.0,54.4,Heerenveen
GM0074,2011,2650.0,61.0,Heerenveen
GM0074,2012,2325.0,53.4,Heerenveen
GM0074,2013,1930.0,44.6,Heerenveen
GM0074,2014,2145.0,43.0,Heerenveen
GM0074,2015,2130.0,42.5,Heerenveen
GM0074,2016,1920.0,38.2,Heerenveen
GM0074,2017,1695.0,33.8,Heerenveen
GM0074,2018,1615.0,32.1,Heerenveen
GM0074,2019,1860.0,37.0,Heerenveen
GM0074,2020,1870.0,37.0,Heerenveen
GM0074,2021,1550.0,30.6,Heerenveen
GM0074,2022,1705.0,33.3,Heerenveen
GM0074,2023,1715.0,33.2,Heerenveen
GM0074,2024,1470.0,28.4,Heerenveen
GM0079,2010,325.0,25.1,Kollumerland en Nieuwkruisland
GM0079,2011,340.0,26.3,Kollumerland en Nieuwkruisland
GM0079,2012,315.0,24.3,Kollumerland en Nieuwkruisland
GM0079,2013,255.0,19.9,Kollumerland en Nieuwkruisland
GM0079,2014,285.0,22.2,Kollumerland en Nieuwkruisland
GM0079,2015,270.0,21.0,Kollumerland en Nieuwkruisland
GM0079,2016,270.0,21.1,Kollumerland en Nieuwkruisland
GM0079,2017,220.0,17.1,Kollumerland en Nieuwkruisland
GM0079,2018,265.0,20.7,Kollumerland en Nieuwkruisland
GM0079,2019,0.0,0.0,Kollumerland en Nieuwkruisland
GM0079,2020,0.0,0.0,Kollumerland en Nieuwkruisland
GM0079,2021,0.0,0.0,Kollumerland en Nieuwkruisland
GM0079,2022,0.0,0.0,Kollumerland en Nieuwkruisland
GM0079,2023,0.0,0.0,Kollumerland en Nieuwkruisland
GM0079,2024,0.0,0.0,Kollumerland en Nieuwkruisland
GM0080,2010,8765.0,93.2,Leeuwarden
GM0080,2011,9040.0,95.3,Leeuwarden
GM0080,2012,8620.0,90.4,Leeuwarden
GM0080,2013,8595.0,89.6,Leeuwarden
GM0080,2014,8655.0,80.6,Leeuwarden
GM0080,2015,8330.0,77.4,Leeuwarden
GM0080,2016,7570.0,70.2,Leeuwarden
GM0080,2017,6565.0,60.4,Leeuwarden
GM0080,2018,7050.0,57.6,Leeuwarden
GM0080,2019,6560.0,53.3,Leeuwarden
GM0080,2020,6310.0,50.9,Leeuwarden
GM0080,2021,5890.0,47.3,Leeuwarden
GM0080,2022,6820.0,54.3,Leeuwarden
GM0080,2023,7045.0,55.5,Leeuwarden
GM0080,2024,7080.0,55.0,Leeuwarden
GM0081,2010,335.0,31.9,Leeuwarderadeel
GM0081,2011,325.0,31.2,Leeuwarderadeel
GM0081,2012,410.0,39.7,Leeuwarderadeel
GM0081,2013,305.0,29.4,Leeuwarderadeel
GM0081,2014,320.0,30.9,Leeuwarderadeel
GM0081,2015,225.0,21.8,Leeuwarderadeel
GM0081,2016,215.0,21.0,Leeuwarderadeel
GM0081,2017,170.0,16.8,Leeuwarderadeel
GM0081,2018,0.0,0.0,Leeuwarderadeel
GM0081,2019,0.0,0.0,Leeuwarderadeel
GM0081,2020,0.0,0.0,Leeuwarderadeel
GM0081,2021,0.0,0.0,Leeuwarderadeel
GM0081,2022,0.0,0.0,Leeuwarderadeel
GM0081,2023,0.0,0.0,Leeuwarderadeel
GM0081,2024,0.0,0.0,Leeuwarderadeel
GM0082,2010,800.0,58.9,Lemsterland
GM0082,2011,625.0,45.7,Lemsterland
GM0082,2012,540.0,39.7,Lemsterland
GM0082,2013,560.0,41.4,Lemsterland
GM0082,2014,0.0,0.0,Lemsterland
GM0082,2015,0.0,0.0,Lemsterland
GM0082,2016,0.0,0.0,Lemsterland
GM0082,2017,0.0,0.0,Lemsterland
GM0082,2018,0.0,0.0,Lemsterland
GM0082,2019,0.0,0.0,Lemsterland
GM0082,2020,0.0,0.0,Lemsterland
GM0082,2021,0.0,0.0,Lemsterland
GM0082,2022,0.0,0.0,Lemsterland
GM0082,2023,0.0,0.0,Lemsterland
GM0082,2024,0.0,0.0,Lemsterland
GM0083,2010,360.0,26.0,Menaldumadeel
GM0083,2011,0.0,0.0,Menaldumadeel
GM0083,2012,0.0,0.0,Menaldumadeel
GM0083,2013,0.0,0.0,Menaldumadeel
GM0083,2014,0.0,0.0,Menaldumadeel
GM0083,2015,0.0,0.0,Menaldumadeel
GM0083,2016,0.0,0.0,Menaldumadeel
GM0083,2017,0.0,0.0,Menaldumadeel
GM0083,2018,0.0,0.0,Menaldumadeel
GM0083,2019,0.0,0.0,Menaldumadeel
GM0083,2020,0.0,0.0,Menaldumadeel
GM0083,2021,0.0,0.0,Menaldumadeel
GM0083,2022,0.0,0.0,Menaldumadeel
GM0083,2023,0.0,0.0,Menaldumadeel
GM0083,2024,0.0,0.0,Menaldumadeel
GM0085,2010,1085.0,41.4,Ooststellingwerf
GM0085,2011,955.0,36.8,Ooststellingwerf
GM0085,2012,920.0,35.6,Ooststellingwerf
GM0085,2013,885.0,34.3,Ooststellingwerf
GM0085,2014,775.0,30.2,Ooststellingwerf
GM0085,2015,775.0,30.3,Ooststellingwerf
GM0085,2016,725.0,28.4,Ooststellingwerf
GM0085,2017,710.0,27.8,Ooststellingwerf
GM0085,2018,640.0,25.1,Ooststellingwerf
GM0085,2019,635.0,24.9,Ooststellingwerf
GM0085,2020,635.0,24.9,Ooststellingwerf
GM0085,2021,590.0,23.2,Ooststellingwerf
GM0085,2022,580.0,22.5,Ooststellingwerf
GM0085,2023,580.0,22.4,Ooststellingwerf
GM0085,2024,445.0,17.2,Ooststellingwerf
GM0086,2010,875.0,29.1,Opsterland
GM0086,2011,780.0,26.0,Opsterland
GM0086,2012,785.0,26.3,Opsterland
GM0086,2013,815.0,27.3,Opsterland
GM0086,2014,805.0,26.9,Opsterland
GM0086,2015,755.0,25.2,Opsterland
GM0086,2016,765.0,25.6,Opsterland
GM0086,2017,655.0,22.1,Opsterland
GM0086,2018,600.0,20.2,Opsterland
GM0086,2019,600.0,20.2,Opsterland
GM0086,2020,635.0,21.3,Opsterland
GM0086,2021,585.0,19.6,Opsterland
GM0086,2022,580.0,19.5,Opsterland
GM0086,2023,555.0,18.5,Opsterland
GM0086,2024,545.0,18.1,Opsterland
GM0090,2010,3035.0,54.9,Smallingerland
GM0090,2011,3120.0,56.3,Smallingerland
GM0090,2012,2945.0,53.1,Smallingerland
GM0090,2013,2950.0,53.2,Smallingerland
GM0090,2014,2795.0,50.4,Smallingerland
GM0090,2015,2525.0,45.3,Smallingerland
GM0090,2016,2280.0,41.1,Smallingerland
GM0090,2017,2215.0,39.8,Smallingerland
GM0090,2018,2390.0,42.8,Smallingerland
GM0090,2019,2340.0,41.8,Smallingerland
GM0090,2020,2365.0,42.1,Smallingerland
GM0090,2021,2260.0,40.4,Smallingerland
GM0090,2022,2050.0,36.7,Smallingerland
GM0090,2023,2245.0,40.0,Smallingerland
GM0090,2024,2210.0,39.0,Smallingerland
GM0091,2010,2285.0,68.3,Sneek
GM0091,2011,0.0,0.0,Sneek
